MONTH,AIRLINE,ORIGIN_AIRPORT,total_voos,total_atrasados,soma_delay
10,WN,11986,124,11,204.0
10,WN,11996,115,13,434.0
10,WN,12191,4305,725,36524.0
10,WN,12206,170,28,1902.0
10,WN,12264,184,23,836.0
10,WN,12278,141,8,123.0
10,WN,12339,826,97,3973.0
10,WN,12391,366,44,3209.0
10,WN,12451,362,30,557.0
10,WN,12889,6364,943,42643.0
10,WN,12892,3461,519,23657.0
10,WN,12896,205,26,1631.0
10,WN,12953,971,151,9338.0
10,WN,12992,240,22,686.0
10,WN,13158,303,45,2705.0
10,WN,13198,1867,177,6129.0
10,WN,13204,2682,266,9846.0
10,WN,13232,7245,875,36597.0
10,WN,13244,268,34,1299.0
10,WN,13296,413,31,1746.0
10,WN,13342,1019,74,3225.0
10,WN,13487,718,59,1797.0
10,WN,13495,1533,168,9632.0
10,WN,13796,3100,402,18678.0
10,WN,13851,557,70,2264.0
10,WN,13871,474,52,2277.0
10,WN,13891,903,117,4966.0
10,WN,13931,216,30,1319.0
10,WN,14027,181,30,1334.0
10,WN,14057,1116,99,4200.0
10,WN,14100,689,76,4230.0
10,WN,14107,4776,662,26049.0
10,WN,14122,733,58,2111.0
10,WN,14193,97,11,353.0
10,WN,14307,538,40,1891.0
10,WN,14321,97,13,435.0
10,WN,14492,823,71,2775.0
10,WN,14524,119,6,16.0
10,WN,14570,591,66,2687.0
10,WN,14576,150,14,1184.0
10,WN,14635,323,33,849.0
10,WN,14679,2676,340,14336.0
10,WN,14683,1247,128,4854.0
10,WN,14730,383,37,1069.0
10,WN,14747,1173,196,8980.0
10,WN,14771,1333,194,9087.0
10,WN,14831,1977,225,9717.0
10,WN,14843,189,13,305.0
10,WN,14869,853,121,4833.0
10,WN,14893,1923,234,10067.0
10,WN,14908,1688,227,9622.0
10,WN,15016,2540,301,12707.0
10,WN,15304,1944,231,11209.0
10,WN,15370,381,41,2133.0
10,WN,15376,357,37,1150.0
11,AA,ABQ,153,18,246.0
11,AA,ALB,80,4,189.0
11,AA,ANC,30,5,974.0
11,AA,ATL,925,113,4565.0
11,AA,AUS,762,175,13518.0
11,AA,BDL,245,14,9.0
11,AA,BNA,460,51,1264.0
11,AA,BOI,64,4,54.0
11,AA,BOS,2338,224,6103.0
11,AA,BUF,101,7,88.0
11,AA,BWI,494,43,1060.0
11,AA,CHS,60,4,-58.0
11,AA,CLE,203,28,1656.0
11,AA,CLT,7936,814,29089.0
11,AA,CMH,218,15,350.0
11,AA,COS,89,16,1062.0
11,AA,DAY,77,9,99.0
11,AA,DCA,2409,284,10586.0
11,AA,DEN,739,124,8984.0
11,AA,DFW,11468,2326,120319.0
11,AA,DSM,115,16,414.0
11,AA,DTW,507,58,4254.0
11,AA,EGE,11,0,-132.0
11,AA,ELP,125,18,417.0
11,AA,EWR,645,75,2311.0
11,AA,FAT,58,6,55.0
11,AA,FLL,709,51,459.0
11,AA,GEG,34,1,-168.0
11,AA,GSO,51,4,34.0
11,AA,HNL,229,13,-859.0
11,AA,IAD,191,12,972.0
11,AA,IAH,770,100,6804.0
11,AA,ILM,64,1,-151.0
11,AA,IND,388,41,974.0
11,AA,JAX,302,27,2405.0
11,AA,JFK,1444,181,8465.0
11,AA,KOA,52,2,-289.0
11,AA,LAS,1215,110,4479.0
11,AA,LAX,3142,353,13404.0
11,AA,LBB,31,5,437.0
11,AA,LGA,2007,245,8730.0
11,AA,LIH,59,6,-59.0
11,AA,MCI,452,51,3218.0
11,AA,MCO,1513,154,8458.0
11,AA,MDT,30,0,-81.0
11,AA,MEM,124,13,333.0
11,AA,MFE,86,11,467.0
11,AA,MIA,4272,761,39165.0
11,AA,MKE,141,14,1273.0
11,AA,MSP,687,80,5274.0
11,AA,MSY,468,52,2354.0
11,AA,OAK,57,10,361.0
11,AA,OGG,136,9,-191.0
11,AA,OKC,124,17,1001.0
11,AA,OMA,148,12,385.0
11,AA,ONT,228,35,1248.0
11,AA,ORD,4913,909,64405.0
11,AA,ORF,159,20,682.0
11,AA,PBI,416,43,1290.0
11,AA,PDX,315,40,2331.0
11,AA,PHL,3593,399,12908.0
11,AA,PHX,4776,623,24755.0
11,AA,PIT,477,39,756.0
11,AA,PSP,111,16,1317.0
11,AA,PVD,190,5,66.0
11,AA,PWM,30,1,-86.0
11,AA,RDU,698,77,3543.0
11,AA,RIC,208,37,1472.0
11,AA,RNO,158,12,474.0
11,AA,ROC,54,1,-43.0
11,AA,RSW,421,31,1656.0
11,AA,SAN,691,79,4705.0
11,AA,SAT,483,58,2028.0
11,AA,SDF,27,6,253.0
11,AA,SEA,615,82,5606.0
11,AA,SFO,1345,161,6220.0
11,AA,SJC,332,34,1461.0
11,AA,SJU,498,56,1456.0
11,AA,SLC,278,33,850.0
11,AA,SMF,259,30,1251.0
11,AA,SNA,485,59,3280.0
11,AA,STL,643,74,2443.0
11,AA,STT,141,24,1859.0
11,AA,STX,40,6,30.0
11,AA,SYR,53,2,-149.0
11,AA,TPA,983,105,5526.0
11,AA,TUL,203,21,1672.0
11,AA,TUS,256,29,1004.0
11,AA,XNA,2,0,-8.0
11,AS,ABQ,30,3,-212.0
11,AS,ADK,7,6,234.0
11,AS,ADQ,29,2,-39.0
11,AS,ANC,975,111,2950.0
11,AS,ATL,59,3,20.0
11,AS,AUS,30,9,1713.0
11,AS,BET,75,21,1152.0
11,AS,BLI,88,6,158.0
11,AS,BNA,30,7,38.0
11,AS,BOS,117,12,-5.0
11,AS,BRW,75,6,-281.0
11,AS,BUR,86,4,-251.0
11,AS,BWI,60,8,589.0
11,AS,CDV,58,7,-577.0
11,AS,CHS,9,1,-43.0
11,AS,DCA,117,16,307.0
11,AS,DEN,114,16,320.0
11,AS,DFW,89,18,539.0
11,AS,DTW,30,5,74.0
11,AS,EWR,60,10,177.0
11,AS,FAI,168,14,-337.0
11,AS,FLL,30,11,468.0
11,AS,GEG,138,15,978.0
11,AS,HNL,210,15,-573.0
11,AS,IAD,30,4,105.0
11,AS,IAH,30,2,73.0
11,AS,JFK,30,1,-91.0
11,AS,JNU,286,45,735.0
11,AS,KOA,155,10,-122.0
11,AS,KTN,177,26,142.0
11,AS,LAS,351,37,-5.0
11,AS,LAX,805,72,-423.0
11,AS,LIH,120,9,-458.0
11,AS,MCI,30,4,142.0
11,AS,MCO,61,9,249.0
11,AS,MSP,57,7,158.0
11,AS,MSY,30,5,160.0
11,AS,OAK,176,8,-791.0
11,AS,OGG,273,19,-1153.0
11,AS,OME,52,15,1071.0
11,AS,ONT,83,5,-435.0
11,AS,ORD,145,25,1942.0
11,AS,OTZ,54,17,1106.0
11,AS,PDX,1206,79,570.0
11,AS,PHL,30,6,280.0
11,AS,PHX,220,21,-334.0
11,AS,PSG,57,7,-178.0
11,AS,PSP,168,18,722.0
11,AS,RDU,30,3,51.0
11,AS,SAN,426,30,-172.0
11,AS,SAT,30,5,7.0
11,AS,SCC,75,6,-157.0
11,AS,SEA,4322,475,14038.0
11,AS,SFO,429,55,1758.0
11,AS,SIT,87,19,257.0
11,AS,SJC,361,28,-882.0
11,AS,SLC,173,8,-915.0
11,AS,SMF,168,13,-216.0
11,AS,SNA,288,21,-496.0
11,AS,STL,29,5,16.0
11,AS,TPA,30,6,343.0
11,AS,TUS,30,5,86.0
11,AS,WRG,58,5,-237.0
11,AS,YAK,58,6,-774.0
11,B6,ABQ,21,7,378.0
11,B6,AUS,183,46,3626.0
11,B6,BDL,311,42,1223.0
11,B6,BOS,3256,353,9877.0
11,B6,BQN,72,4,-144.0
11,B6,BTV,89,6,-196.0
11,B6,BUF,344,32,-463.0
11,B6,BUR,30,12,830.0
11,B6,BWI,184,11,-376.0
11,B6,CHS,172,24,1304.0
11,B6,CLE,85,7,-127.0
11,B6,CLT,105,18,443.0
11,B6,DCA,850,92,3015.0
11,B6,DEN,78,16,974.0
11,B6,DFW,55,11,412.0
11,B6,DTW,116,11,817.0
11,B6,EWR,559,120,6391.0
11,B6,FLL,1740,314,14708.0
11,B6,HOU,59,24,938.0
11,B6,HPN,320,47,1666.0
11,B6,IAD,168,18,407.0
11,B6,JAX,293,32,1042.0
11,B6,JFK,3525,540,26191.0
11,B6,LAS,353,88,5554.0
11,B6,LAX,391,76,5344.0
11,B6,LGA,533,118,5273.0
11,B6,LGB,623,110,5590.0
11,B6,MCO,1596,303,16246.0
11,B6,MSY,100,16,376.0
11,B6,OAK,113,16,589.0
11,B6,ORD,163,38,2601.0
11,B6,ORH,60,8,324.0
11,B6,PBI,632,144,6273.0
11,B6,PDX,85,13,1041.0
11,B6,PHL,152,20,831.0
11,B6,PHX,57,17,765.0
11,B6,PIT,130,15,306.0
11,B6,PSE,64,1,-429.0
11,B6,PVD,90,8,-19.0
11,B6,PWM,89,8,648.0
11,B6,RDU,230,32,1380.0
11,B6,RIC,163,21,331.0
11,B6,RNO,29,10,537.0
11,B6,ROC,118,17,247.0
11,B6,RSW,396,69,3298.0
11,B6,SAN,109,22,1628.0
11,B6,SAV,90,11,510.0
11,B6,SEA,138,39,2348.0
11,B6,SFO,490,86,4808.0
11,B6,SJC,50,15,705.0
11,B6,SJU,884,160,6348.0
11,B6,SLC,119,24,806.0
11,B6,SMF,83,6,275.0
11,B6,SRQ,90,23,1466.0
11,B6,STT,76,15,698.0
11,B6,STX,30,3,-93.0
11,B6,SWF,60,16,478.0
11,B6,SYR,119,9,-8.0
11,B6,TPA,465,74,3419.0
11,DL,ABE,33,1,-9.0
11,DL,ABQ,143,14,1747.0
11,DL,AGS,62,3,-39.0
11,DL,ALB,136,13,682.0
11,DL,ANC,110,16,918.0
11,DL,ATL,20183,2157,88680.0
11,DL,ATW,53,3,791.0
11,DL,AUS,286,40,3360.0
11,DL,AVL,55,7,380.0
11,DL,AVP,29,0,-28.0
11,DL,BDL,395,26,235.0
11,DL,BHM,294,23,849.0
11,DL,BIL,87,1,-201.0
11,DL,BIS,29,2,71.0
11,DL,BNA,458,44,1578.0
11,DL,BOI,51,3,315.0
11,DL,BOS,1150,104,3182.0
11,DL,BTR,22,2,72.0
11,DL,BUF,186,10,119.0
11,DL,BWI,590,47,1378.0
11,DL,BZN,55,1,513.0
11,DL,CAE,85,4,44.0
11,DL,CAK,112,10,349.0
11,DL,CHA,103,9,361.0
11,DL,CHO,30,0,-40.0
11,DL,CHS,352,12,326.0
11,DL,CLE,218,14,1070.0
11,DL,CLT,540,49,2161.0
11,DL,CMH,277,19,412.0
11,DL,COS,27,5,74.0
11,DL,CRW,30,1,-65.0
11,DL,CVG,507,29,690.0
11,DL,DAB,115,8,872.0
11,DL,DAL,129,19,1632.0
11,DL,DAY,114,8,235.0
11,DL,DCA,774,80,2021.0
11,DL,DEN,628,85,4006.0
11,DL,DFW,403,45,2197.0
11,DL,DLH,1,0,5.0
11,DL,DSM,85,6,1240.0
11,DL,DTW,4658,473,22300.0
11,DL,ECP,169,15,491.0
11,DL,ELP,78,5,35.0
11,DL,EVV,30,0,-79.0
11,DL,EWR,449,63,3754.0
11,DL,EYW,53,4,-89.0
11,DL,FAR,76,6,617.0
11,DL,FAY,59,5,124.0
11,DL,FLL,869,79,2414.0
11,DL,FNT,84,6,-210.0
11,DL,FSD,80,4,68.0
11,DL,GEG,109,16,1278.0
11,DL,GNV,53,4,123.0
11,DL,GPT,112,5,-221.0
11,DL,GRB,65,2,-141.0
11,DL,GRR,257,21,1066.0
11,DL,GSO,238,17,2043.0
11,DL,GSP,169,9,190.0
11,DL,HNL,225,11,25.0
11,DL,HOU,189,20,1568.0
11,DL,HSV,147,13,411.0
11,DL,IAD,211,23,1467.0
11,DL,IAH,222,19,948.0
11,DL,ICT,88,11,1614.0
11,DL,ILM,28,5,515.0
11,DL,IND,355,50,2409.0
11,DL,JAN,196,17,360.0
11,DL,JAX,393,28,572.0
11,DL,JFK,2182,263,11251.0
11,DL,KOA,30,5,740.0
11,DL,LAS,1012,93,4357.0
11,DL,LAX,2630,487,24728.0
11,DL,LEX,151,5,105.0
11,DL,LFT,30,2,132.0
11,DL,LGA,1983,209,8951.0
11,DL,LIH,30,4,436.0
11,DL,LIT,170,12,690.0
11,DL,MCI,523,47,2578.0
11,DL,MCO,1286,101,5117.0
11,DL,MDT,83,9,287.0
11,DL,MDW,222,26,2223.0
11,DL,MEM,368,31,1151.0
11,DL,MHT,60,5,499.0
11,DL,MIA,759,82,3860.0
11,DL,MKE,433,30,743.0
11,DL,MLB,111,11,1289.0
11,DL,MOB,50,4,-103.0
11,DL,MSN,292,11,-236.0
11,DL,MSO,29,2,501.0
11,DL,MSP,4770,518,22544.0
11,DL,MSY,643,81,6549.0
11,DL,MYR,85,5,147.0
11,DL,OAK,83,7,536.0
11,DL,OGG,77,13,694.0
11,DL,OKC,189,12,-23.0
11,DL,OMA,195,11,-70.0
11,DL,ONT,25,2,-55.0
11,DL,ORD,657,121,11100.0
11,DL,ORF,277,18,-148.0
11,DL,PBI,483,60,2428.0
11,DL,PDX,504,48,2646.0
11,DL,PHL,573,70,3228.0
11,DL,PHX,641,50,504.0
11,DL,PIT,315,27,775.0
11,DL,PNS,198,22,1425.0
11,DL,PSC,1,0,-5.0
11,DL,PVD,165,9,-61.0
11,DL,PWM,30,3,168.0
11,DL,RAP,30,3,627.0
11,DL,RDU,496,36,2290.0
11,DL,RIC,221,20,300.0
11,DL,RNO,83,1,-217.0
11,DL,ROA,32,2,277.0
11,DL,ROC,113,6,393.0
11,DL,RSW,397,31,448.0
11,DL,SAN,496,53,2718.0
11,DL,SAT,262,17,1085.0
11,DL,SAV,308,19,67.0
11,DL,SBN,3,1,13.0
11,DL,SDF,246,25,1023.0
11,DL,SEA,1259,176,8782.0
11,DL,SFO,1059,151,7038.0
11,DL,SGF,30,2,-95.0
11,DL,SHV,52,5,-17.0
11,DL,SJC,217,28,1808.0
11,DL,SJU,256,18,-129.0
11,DL,SLC,2892,258,6475.0
11,DL,SMF,200,30,1749.0
11,DL,SNA,213,16,908.0
11,DL,SRQ,174,11,377.0
11,DL,STL,481,41,1074.0
11,DL,STT,57,5,69.0
11,DL,SYR,85,6,148.0
11,DL,TLH,111,7,30.0
11,DL,TPA,874,74,1803.0
11,DL,TRI,58,1,-108.0
11,DL,TUL,114,9,626.0
11,DL,TUS,85,8,625.0
11,DL,TVC,33,2,128.0
11,DL,TYS,139,7,-118.0
11,DL,VPS,137,11,-13.0
11,DL,XNA,57,1,-45.0
11,EV,ABE,197,23,1057.0
11,EV,ABQ,7,0,-27.0
11,EV,ABY,81,14,927.0
11,EV,ACT,140,15,212.0
11,EV,AEX,217,27,1267.0
11,EV,AGS,151,21,1137.0
11,EV,ALB,57,12,364.0
11,EV,AMA,89,10,864.0
11,EV,ATL,4370,809,38149.0
11,EV,ATW,107,12,419.0
11,EV,AVL,123,20,1083.0
11,EV,AVP,125,16,1207.0
11,EV,AZO,8,1,22.0
11,EV,BDL,69,10,539.0
11,EV,BGM,28,3,949.0
11,EV,BGR,33,0,-158.0
11,EV,BHM,235,43,3093.0
11,EV,BMI,60,2,-226.0
11,EV,BNA,190,37,2022.0
11,EV,BOS,202,23,573.0
11,EV,BPT,77,18,1402.0
11,EV,BQK,81,11,852.0
11,EV,BRO,162,15,425.0
11,EV,BTR,586,83,4331.0
11,EV,BTV,108,25,1461.0
11,EV,BUF,191,37,1986.0
11,EV,BWI,65,13,1099.0
11,EV,CAE,354,58,3673.0
11,EV,CAK,233,26,1622.0
11,EV,CHA,235,46,3997.0
11,EV,CHO,48,8,409.0
11,EV,CHS,323,46,2153.0
11,EV,CID,131,13,477.0
11,EV,CLE,881,118,4390.0
11,EV,CLL,77,4,-133.0
11,EV,CLT,124,33,2938.0
11,EV,CMH,164,28,1238.0
11,EV,COS,7,1,184.0
11,EV,CRP,106,11,136.0
11,EV,CRW,143,15,697.0
11,EV,CSG,103,11,442.0
11,EV,CVG,252,47,2959.0
11,EV,CWA,55,9,125.0
11,EV,DAL,1,1,69.0
11,EV,DAY,109,20,774.0
11,EV,DCA,217,37,1377.0
11,EV,DFW,2459,488,24519.0
11,EV,DHN,112,17,474.0
11,EV,DSM,119,20,1718.0
11,EV,DTW,2047,253,10623.0
11,EV,ECP,61,5,287.0
11,EV,ELM,190,17,438.0
11,EV,ELP,67,5,-157.0
11,EV,ERI,54,5,318.0
11,EV,EVV,210,30,1744.0
11,EV,EWN,55,8,466.0
11,EV,EWR,2885,540,24784.0
11,EV,EYW,62,9,590.0
11,EV,FAR,96,18,1330.0
11,EV,FAY,105,15,1234.0
11,EV,FNT,79,11,560.0
11,EV,FSD,72,14,1313.0
11,EV,FSM,140,18,1046.0
11,EV,FWA,33,4,135.0
11,EV,GJT,23,1,-57.0
11,EV,GNV,116,15,215.0
11,EV,GPT,162,17,652.0
11,EV,GRB,165,18,1195.0
11,EV,GRK,264,31,1158.0
11,EV,GRR,100,21,625.0
11,EV,GSO,196,37,1684.0
11,EV,GSP,283,32,1160.0
11,EV,GTR,83,9,352.0
11,EV,HOB,49,4,6.0
11,EV,HOU,67,16,1504.0
11,EV,HPN,252,47,2787.0
11,EV,HRL,78,3,-301.0
11,EV,HSV,181,31,2083.0
11,EV,IAD,58,8,463.0
11,EV,IAH,4267,390,9073.0
11,EV,ICT,200,30,1368.0
11,EV,ILM,100,18,586.0
11,EV,IND,257,48,2566.0
11,EV,ISN,26,2,199.0
11,EV,JAN,345,48,1967.0
11,EV,JAX,147,18,1098.0
11,EV,JLN,58,4,44.0
11,EV,LAN,95,9,449.0
11,EV,LAW,72,9,164.0
11,EV,LBB,108,10,431.0
11,EV,LCH,97,2,-512.0
11,EV,LEX,178,18,928.0
11,EV,LFT,235,31,1132.0
11,EV,LGA,998,226,12914.0
11,EV,LIT,195,21,903.0
11,EV,LNK,98,11,44.0
11,EV,LRD,141,15,601.0
11,EV,MAF,117,15,740.0
11,EV,MBS,16,0,-92.0
11,EV,MCI,213,23,1241.0
11,EV,MCO,3,0,-24.0
11,EV,MDT,79,6,302.0
11,EV,MDW,73,7,110.0
11,EV,MEI,80,11,308.0
11,EV,MEM,366,53,3113.0
11,EV,MFE,13,3,-8.0
11,EV,MGM,193,28,1243.0
11,EV,MHT,120,22,1168.0
11,EV,MKE,279,38,1224.0
11,EV,MLI,109,17,1189.0
11,EV,MLU,265,31,2136.0
11,EV,MOB,261,33,1724.0
11,EV,MSN,89,11,297.0
11,EV,MSP,261,51,3174.0
11,EV,MSY,20,3,26.0
11,EV,MYR,1,0,-10.0
11,EV,OAJ,109,18,1300.0
11,EV,OKC,139,17,1416.0
11,EV,OMA,275,31,237.0
11,EV,ORD,3345,466,23958.0
11,EV,ORF,98,31,1698.0
11,EV,PBI,14,4,119.0
11,EV,PHF,112,26,1042.0
11,EV,PHL,6,1,0.0
11,EV,PIA,276,27,823.0
11,EV,PIB,50,3,-101.0
11,EV,PIT,85,11,196.0
11,EV,PNS,143,13,734.0
11,EV,PVD,78,15,769.0
11,EV,PWM,140,16,556.0
11,EV,RDU,152,22,1301.0
11,EV,RIC,458,93,5023.0
11,EV,ROA,172,32,1648.0
11,EV,ROC,165,28,1988.0
11,EV,ROW,4,3,115.0
11,EV,RST,56,4,303.0
11,EV,SAF,28,6,549.0
11,EV,SAT,44,6,24.0
11,EV,SAV,244,41,2217.0
11,EV,SBN,93,8,856.0
11,EV,SCE,57,7,348.0
11,EV,SDF,216,46,2182.0
11,EV,SGF,104,19,1337.0
11,EV,SHV,444,59,2827.0
11,EV,SLC,3,0,-12.0
11,EV,SPI,49,4,-106.0
11,EV,STL,255,49,2516.0
11,EV,SYR,187,26,1287.0
11,EV,TLH,142,18,463.0
11,EV,TRI,92,11,500.0
11,EV,TUL,257,36,1816.0
11,EV,TUS,14,3,23.0
11,EV,TVC,75,8,115.0
11,EV,TXK,76,15,1078.0
11,EV,TYR,173,20,373.0
11,EV,TYS,387,59,2039.0
11,EV,VLD,84,8,267.0
11,EV,VPS,250,32,1758.0
11,EV,XNA,218,34,2215.0
11,F9,ATL,422,129,10327.0
11,F9,AUS,90,32,4436.0
11,F9,BIS,13,1,12.0
11,F9,BNA,28,8,378.0
11,F9,BZN,17,3,155.0
11,F9,CID,13,4,94.0
11,F9,CLE,212,33,3274.0
11,F9,CLT,58,9,407.0
11,F9,CVG,150,6,-527.0
11,F9,DCA,90,11,49.0
11,F9,DEN,1914,423,21096.0
11,F9,DFW,116,25,1075.0
11,F9,DSM,17,2,174.0
11,F9,DTW,79,10,-52.0
11,F9,FLL,16,0,-117.0
11,F9,FSD,13,3,212.0
11,F9,GSO,17,4,469.0
11,F9,IAD,60,19,1276.0
11,F9,IAH,164,34,1580.0
11,F9,IND,90,11,7.0
11,F9,LAS,520,85,4374.0
11,F9,LAX,160,38,2024.0
11,F9,LGA,57,19,540.0
11,F9,MCI,29,5,24.0
11,F9,MCO,592,118,7123.0
11,F9,MEM,28,5,33.0
11,F9,MIA,207,43,1400.0
11,F9,MKE,60,8,312.0
11,F9,MSN,17,2,43.0
11,F9,MSO,13,1,-113.0
11,F9,MSP,110,19,537.0
11,F9,MSY,60,13,944.0
11,F9,OMA,17,2,182.0
11,F9,ORD,478,139,10730.0
11,F9,PDX,87,11,209.0
11,F9,PHL,312,87,4932.0
11,F9,PHX,135,31,1454.0
11,F9,RDU,58,4,309.0
11,F9,RSW,162,29,1100.0
11,F9,SAN,52,9,331.0
11,F9,SEA,68,16,597.0
11,F9,SFO,223,51,3159.0
11,F9,SLC,115,18,712.0
11,F9,SNA,58,13,254.0
11,F9,STL,90,9,831.0
11,F9,TPA,146,17,847.0
11,F9,TTN,264,37,2339.0
11,F9,TYS,13,1,46.0
11,F9,UST,17,4,279.0
11,HA,HNL,2605,102,-3570.0
11,HA,ITO,458,18,-1518.0
11,HA,JFK,26,0,-87.0
11,HA,KOA,586,19,-1906.0
11,HA,LAS,73,6,492.0
11,HA,LAX,120,7,114.0
11,HA,LIH,644,20,-2464.0
11,HA,OAK,59,3,-147.0
11,HA,OGG,1140,55,-2094.0
11,HA,PDX,30,1,-68.0
11,HA,PHX,30,2,177.0
11,HA,PPG,9,2,48.0
11,HA,SAN,30,2,187.0
11,HA,SEA,60,4,418.0
11,HA,SFO,59,4,-181.0
11,HA,SJC,60,4,-17.0
11,HA,SMF,30,1,235.0
11,MQ,ABI,186,19,902.0
11,MQ,ABQ,49,9,605.0
11,MQ,AEX,54,3,-158.0
11,MQ,ALO,51,7,524.0
11,MQ,AMA,33,5,261.0
11,MQ,ATL,23,8,457.0
11,MQ,AZO,104,9,-169.0
11,MQ,BDL,51,7,124.0
11,MQ,BHM,59,3,311.0
11,MQ,BIS,58,10,2143.0
11,MQ,BMI,156,17,111.0
11,MQ,BNA,284,40,2461.0
11,MQ,BPT,1,1,182.0
11,MQ,BTR,34,4,69.0
11,MQ,BUF,106,11,518.0
11,MQ,BWI,137,26,1059.0
11,MQ,CHA,27,6,315.0
11,MQ,CHO,22,8,586.0
11,MQ,CID,181,22,1908.0
11,MQ,CLE,187,28,960.0
11,MQ,CLL,134,11,-307.0
11,MQ,CLT,51,6,425.0
11,MQ,CMH,324,45,2039.0
11,MQ,CMI,201,22,815.0
11,MQ,COU,114,15,2006.0
11,MQ,CRP,91,13,314.0
11,MQ,CVG,392,35,1586.0
11,MQ,CWA,75,5,17.0
11,MQ,DAY,105,18,696.0
11,MQ,DBQ,77,10,497.0
11,MQ,DCA,2,0,3.0
11,MQ,DFW,3399,372,12193.0
11,MQ,DRO,84,7,128.0
11,MQ,DSM,151,20,1726.0
11,MQ,DTW,94,11,447.0
11,MQ,ELP,50,7,757.0
11,MQ,EVV,128,13,738.0
11,MQ,EWR,78,18,1474.0
11,MQ,EYW,56,13,968.0
11,MQ,FAR,112,9,239.0
11,MQ,FNT,78,7,107.0
11,MQ,FSD,53,8,751.0
11,MQ,FSM,26,1,-192.0
11,MQ,FWA,161,17,1490.0
11,MQ,GCK,57,4,-162.0
11,MQ,GGG,55,1,-154.0
11,MQ,GJT,85,7,204.0
11,MQ,GNV,53,5,767.0
11,MQ,GRB,105,9,348.0
11,MQ,GRI,55,7,415.0
11,MQ,GRK,65,5,-8.0
11,MQ,GRR,185,26,2305.0
11,MQ,GSO,7,0,-31.0
11,MQ,GSP,22,2,-1.0
11,MQ,HOU,116,12,413.0
11,MQ,HPN,78,13,1096.0
11,MQ,HSV,28,7,450.0
11,MQ,ICT,5,0,-36.0
11,MQ,IND,198,25,1276.0
11,MQ,JAN,83,12,1538.0
11,MQ,JAX,83,16,1488.0
11,MQ,JFK,136,14,363.0
11,MQ,LAW,31,4,-80.0
11,MQ,LBB,11,4,267.0
11,MQ,LCH,79,2,-458.0
11,MQ,LEX,77,11,188.0
11,MQ,LFT,111,9,944.0
11,MQ,LGA,217,59,2873.0
11,MQ,LIT,175,35,1890.0
11,MQ,LRD,52,3,-200.0
11,MQ,LSE,80,5,-189.0
11,MQ,MAF,23,5,65.0
11,MQ,MCI,39,13,802.0
11,MQ,MDT,76,12,649.0
11,MQ,MEM,104,12,717.0
11,MQ,MGM,81,14,694.0
11,MQ,MHK,139,13,451.0
11,MQ,MIA,326,45,2702.0
11,MQ,MKE,5,0,-14.0
11,MQ,MLI,156,18,1619.0
11,MQ,MOB,80,9,119.0
11,MQ,MQT,24,4,355.0
11,MQ,MSN,152,19,523.0
11,MQ,MSP,5,1,135.0
11,MQ,MSY,1,0,7.0
11,MQ,OKC,182,30,2757.0
11,MQ,OMA,70,8,138.0
11,MQ,ORD,5594,790,45057.0
11,MQ,PIA,128,16,947.0
11,MQ,PIT,111,16,630.0
11,MQ,PNS,25,3,33.0
11,MQ,RAP,58,9,525.0
11,MQ,RDU,14,0,-51.0
11,MQ,RIC,165,38,3156.0
11,MQ,ROC,79,8,181.0
11,MQ,ROW,76,12,685.0
11,MQ,RST,105,13,235.0
11,MQ,SAF,55,8,296.0
11,MQ,SAT,2,1,166.0
11,MQ,SDF,50,4,189.0
11,MQ,SGF,332,44,2556.0
11,MQ,SJT,139,11,220.0
11,MQ,SLC,37,7,747.0
11,MQ,SPS,90,8,855.0
11,MQ,STL,49,11,1000.0
11,MQ,SUX,50,6,942.0
11,MQ,SYR,106,15,769.0
11,MQ,TLH,3,1,60.0
11,MQ,TOL,78,10,586.0
11,MQ,TUL,52,10,1371.0
11,MQ,TVC,78,5,-115.0
11,MQ,TXK,4,0,-4.0
11,MQ,TYR,25,1,-46.0
11,MQ,XNA,344,64,6039.0
11,NK,ACY,277,30,804.0
11,NK,ATL,600,176,8108.0
11,NK,BOS,202,39,788.0
11,NK,BQN,13,4,81.0
11,NK,BWI,282,54,3304.0
11,NK,CLE,247,28,68.0
11,NK,DEN,296,60,3521.0
11,NK,DFW,705,104,3056.0
11,NK,DTW,657,120,5953.0
11,NK,FLL,1035,173,7522.0
11,NK,IAG,27,3,-78.0
11,NK,IAH,503,163,7692.0
11,NK,LAS,861,168,6470.0
11,NK,LAX,492,133,6646.0
11,NK,LBE,93,16,78.0
11,NK,LGA,323,63,3344.0
11,NK,MCI,129,24,1006.0
11,NK,MCO,444,84,3533.0
11,NK,MSP,315,61,2769.0
11,NK,MSY,168,21,284.0
11,NK,MYR,209,34,613.0
11,NK,OAK,167,24,1190.0
11,NK,ORD,872,206,11260.0
11,NK,PBG,23,3,-56.0
11,NK,PBI,38,6,137.0
11,NK,PDX,40,8,143.0
11,NK,PHL,131,15,217.0
11,NK,PHX,88,32,1685.0
11,NK,RSW,272,46,2451.0
11,NK,SAN,172,28,883.0
11,NK,SJU,30,4,274.0
11,NK,STT,22,5,576.0
11,NK,TPA,326,58,2430.0
11,OO,ABQ,226,27,522.0
11,OO,ABR,62,7,427.0
11,OO,ACV,130,21,556.0
11,OO,ALB,26,3,161.0
11,OO,AMA,5,0,26.0
11,OO,APN,49,2,-196.0
11,OO,ASE,32,9,488.0
