MONTH,AIRLINE,STATE,total_voos,total_atrasados
12,EV,TX,8500,1113
12,EV,VA,1366,291
12,EV,VT,241,45
12,EV,WI,559,91
12,EV,WV,189,30
12,F9,AZ,121,39
12,F9,CA,543,165
12,F9,CO,1984,538
12,F9,FL,1247,257
12,F9,GA,430,117
12,F9,IA,30,6
12,F9,IL,483,127
12,F9,IN,81,10
12,F9,KY,155,24
12,F9,LA,62,18
12,F9,MI,90,13
12,F9,MN,105,28
12,F9,MO,149,25
12,F9,MT,30,7
12,F9,NC,135,30
12,F9,ND,13,1
12,F9,NE,17,5
12,F9,NJ,272,55
12,F9,NV,552,114
12,F9,NY,58,21
12,F9,OH,217,35
12,F9,OR,76,12
12,F9,PA,305,104
12,F9,SD,14,6
12,F9,TN,69,17
12,F9,TX,380,96
12,F9,UT,114,18
12,F9,VA,155,24
12,F9,WA,57,11
12,F9,WI,91,24
12,HA,AS,10,1
12,HA,AZ,31,1
12,HA,CA,391,41
12,HA,HI,5626,218
12,HA,NV,75,5
12,HA,NY,29,4
12,HA,OR,31,3
12,HA,WA,62,9
12,MQ,AL,336,59
12,MQ,AR,638,113
12,MQ,CA,11,6
12,MQ,CO,212,67
12,MQ,CT,37,6
12,MQ,FL,667,89
12,MQ,IA,518,61
12,MQ,IL,6469,942
12,MQ,IN,494,76
12,MQ,KS,222,19
12,MQ,KY,502,70
12,MQ,LA,273,25
12,MQ,MD,139,26
12,MQ,MI,621,79
12,MQ,MN,158,25
12,MQ,MO,602,85
12,MQ,MS,88,16
12,MQ,NC,66,13
12,MQ,ND,207,24
12,MQ,NE,220,37
12,MQ,NJ,123,35
12,MQ,NM,178,20
12,MQ,NY,502,65
12,MQ,OH,604,72
12,MQ,OK,292,47
12,MQ,PA,142,19
12,MQ,SC,28,6
12,MQ,SD,87,9
12,MQ,TN,337,59
12,MQ,TX,4813,669
12,MQ,UT,26,3
12,MQ,VA,104,21
12,MQ,WI,472,46
12,NK,AZ,119,41
12,NK,CA,906,260
12,NK,CO,294,78
12,NK,FL,2484,660
12,NK,GA,595,242
12,NK,IL,853,240
12,NK,LA,181,37
12,NK,MA,184,56
12,NK,MD,268,66
12,NK,MI,721,166
12,NK,MN,337,72
12,NK,MO,91,27
12,NK,NJ,298,33
12,NK,NV,869,239
12,NK,NY,387,97
12,NK,OH,239,63
12,NK,OR,41,16
12,NK,PA,205,43
12,NK,PR,84,40
12,NK,SC,150,33
12,NK,TX,1152,290
12,NK,VI,31,8
12,OO,AK,1,1
12,OO,AL,104,34
12,OO,AR,196,46
12,OO,AZ,2316,367
12,OO,CA,9374,2279
12,OO,CO,5207,1219
12,OO,CT,32,10
12,OO,FL,27,6
12,OO,GA,416,94
12,OO,IA,392,73
12,OO,ID,1189,209
12,OO,IL,3337,837
12,OO,IN,599,101
12,OO,KS,274,53
12,OO,KY,520,111
12,OO,LA,142,37
12,OO,MA,6,0
12,OO,MI,2064,319
12,OO,MN,2913,460
12,OO,MO,391,93
12,OO,MT,883,132
12,OO,NC,216,57
12,OO,ND,919,110
12,OO,NE,295,59
12,OO,NM,200,46
12,OO,NV,380,82
12,OO,NY,149,27
12,OO,OH,301,56
12,OO,OK,391,89
12,OO,OR,1241,236
12,OO,PA,59,11
12,OO,RI,1,0
12,OO,SC,98,14
12,OO,SD,352,64
12,OO,TN,423,85
12,OO,TX,2640,593
12,OO,UT,4245,735
12,OO,VA,341,75
12,OO,WA,2035,446
12,OO,WI,1091,198
12,OO,WV,3,0
12,OO,WY,432,75
12,UA,AK,87,24
12,UA,AZ,563,88
12,UA,CA,7852,1939
12,UA,CO,4629,1157
12,UA,CT,52,9
12,UA,FL,3227,635
12,UA,GA,291,96
12,UA,GU,31,0
12,UA,HI,956,131
12,UA,IA,59,16
12,UA,ID,58,10
12,UA,IL,5129,1381
12,UA,IN,109,26
12,UA,KS,64,10
12,UA,KY,3,1
12,UA,LA,370,63
12,UA,MA,910,231
12,UA,MD,247,32
12,UA,MI,130,29
12,UA,MN,245,51
12,UA,MO,101,22
12,UA,MT,156,36
12,UA,NC,221,46
12,UA,NE,81,18
12,UA,NJ,3996,1090
12,UA,NM,31,5
12,UA,NV,824,146
12,UA,NY,768,137
12,UA,OH,570,90
12,UA,OK,84,16
12,UA,OR,535,113
12,UA,PA,539,122
12,UA,PR,285,89
12,UA,TN,97,17
12,UA,TX,6118,1591
12,UA,UT,172,43
12,UA,VA,2022,315
12,UA,VI,53,8
12,UA,VT,26,4
12,UA,WA,779,158
12,UA,WI,68,10
12,UA,WY,119,36
12,VX,CA,2911,838
12,VX,FL,170,51
12,VX,HI,59,7
12,VX,IL,142,53
12,VX,MA,110,24
12,VX,NJ,174,46
12,VX,NV,408,125
12,VX,NY,489,89
12,VX,OR,30,3
12,VX,TX,551,146
12,VX,VA,249,36
12,VX,WA,197,77
12,WN,AL,361,78
12,WN,AR,206,34
12,WN,AZ,5215,1318
12,WN,CA,18278,5167
12,WN,CO,5148,1370
12,WN,CT,564,96
12,WN,FL,8872,1686
12,WN,GA,3583,936
12,WN,IA,83,14
12,WN,ID,269,64
12,WN,IL,6434,1673
12,WN,IN,1001,165
12,WN,KS,137,24
12,WN,KY,338,65
12,WN,LA,1561,309
12,WN,MA,978,200
12,WN,MD,5869,1580
12,WN,ME,91,18
12,WN,MI,862,146
12,WN,MN,635,125
12,WN,MO,4366,1023
12,WN,NC,1123,263
12,WN,NE,470,102
12,WN,NH,383,65
12,WN,NJ,488,123
12,WN,NM,978,281
12,WN,NV,6812,1930
12,WN,NY,2362,470
12,WN,OH,1717,286
12,WN,OK,914,174
12,WN,OR,1107,307
12,WN,PA,1590,348
12,WN,PR,345,34
12,WN,RI,543,71
12,WN,SC,355,68
12,WN,TN,2757,618
12,WN,TX,13977,3239
12,WN,UT,798,198
12,WN,VA,1790,324
12,WN,WA,1365,352
12,WN,WI,1129,182
