MONTH,AIRLINE,STATE,total_voos,total_atrasados
6,AS,AK,3022,331
6,AS,AZ,217,14
6,AS,CA,3078,222
6,AS,CO,171,21
6,AS,FL,114,26
6,AS,GA,29,5
6,AS,HI,652,66
6,AS,IL,185,24
6,AS,LA,29,3
6,AS,MA,150,24
6,AS,MD,30,4
6,AS,MI,30,3
6,AS,MN,60,7
6,AS,MO,94,15
6,AS,NJ,60,6
6,AS,NM,30,2
6,AS,NV,357,31
6,AS,OR,1180,81
6,AS,PA,30,4
6,AS,TX,251,32
6,AS,UT,180,14
6,AS,VA,149,13
6,AS,WA,4917,561
6,B6,AK,73,15
6,B6,AZ,60,18
6,B6,CA,2017,389
6,B6,CO,92,26
6,B6,CT,267,49
6,B6,FL,4681,1141
6,B6,GA,90,25
6,B6,IL,246,78
6,B6,LA,104,23
6,B6,MA,3689,660
6,B6,MD,171,20
6,B6,ME,118,15
6,B6,MI,120,24
6,B6,NC,368,80
6,B6,NJ,537,96
6,B6,NM,29,9
6,B6,NV,424,88
6,B6,NY,5238,974
6,B6,OH,90,17
6,B6,OR,156,34
6,B6,PA,290,66
6,B6,PR,1117,200
6,B6,RI,89,11
6,B6,SC,161,38
6,B6,TX,330,72
6,B6,UT,119,35
6,B6,VA,1234,200
6,B6,VI,92,9
6,B6,VT,87,15
6,B6,WA,238,73
6,DL,AK,377,43
6,DL,AL,480,45
6,DL,AR,262,29
6,DL,AZ,669,74
6,DL,CA,4722,844
6,DL,CO,692,113
6,DL,CT,420,53
6,DL,FL,6472,1090
6,DL,GA,21107,4186
6,DL,HI,408,56
6,DL,IA,89,15
6,DL,ID,158,9
6,DL,IL,924,291
6,DL,IN,454,68
6,DL,KS,87,9
6,DL,KY,855,101
6,DL,LA,697,101
6,DL,MA,1458,281
6,DL,MD,613,114
6,DL,ME,146,17
6,DL,MI,5232,960
6,DL,MN,5842,903
6,DL,MO,1005,142
6,DL,MS,299,42
6,DL,MT,390,26
6,DL,NC,1425,228
6,DL,ND,62,3
6,DL,NE,235,27
6,DL,NH,33,2
6,DL,NJ,483,99
6,DL,NM,120,8
6,DL,NV,1060,126
6,DL,NY,5357,1093
6,DL,OH,783,98
6,DL,OK,224,30
6,DL,OR,599,84
6,DL,PA,1153,210
6,DL,PR,268,28
6,DL,RI,155,20
6,DL,SC,737,106
6,DL,SD,30,2
6,DL,TN,1020,150
6,DL,TX,1828,280
6,DL,UT,3295,432
6,DL,VA,1613,294
6,DL,VI,97,11
6,DL,VT,26,5
6,DL,WA,1624,262
6,DL,WI,796,91
6,DL,WV,30,0
6,DL,WY,105,6
6,EV,AL,1210,236
6,EV,AR,734,165
6,EV,AZ,29,1
6,EV,CO,508,128
6,EV,CT,82,11
6,EV,FL,1109,292
6,EV,GA,6158,1397
6,EV,IA,280,84
6,EV,IL,4240,1067
6,EV,IN,517,118
6,EV,KS,182,52
6,EV,KY,948,217
6,EV,LA,2086,432
6,EV,MA,221,44
6,EV,MD,8,0
6,EV,ME,183,44
6,EV,MI,2310,470
6,EV,MN,668,173
6,EV,MO,797,213
6,EV,MS,843,169
6,EV,MT,2,0
6,EV,NC,1397,327
6,EV,ND,183,39
6,EV,NE,314,74
6,EV,NH,159,32
6,EV,NJ,2811,819
6,EV,NM,130,24
6,EV,NY,1548,384
6,EV,OH,1393,318
6,EV,OK,419,106
6,EV,PA,570,112
6,EV,RI,58,19
6,EV,SC,957,209
6,EV,SD,252,47
6,EV,TN,1462,372
6,EV,TX,10139,2308
6,EV,UT,4,2
6,EV,VA,1372,322
6,EV,VT,145,42
6,EV,WI,767,156
6,EV,WV,182,53
6,F9,AZ,147,36
6,F9,CA,465,95
6,F9,CO,1932,413
6,F9,FL,814,241
6,F9,GA,528,184
6,F9,IA,30,4
6,F9,IL,479,219
6,F9,IN,72,11
6,F9,KY,239,90
6,F9,LA,58,23
6,F9,MI,77,15
6,F9,MN,195,58
6,F9,MO,89,11
6,F9,MT,30,5
6,F9,NC,184,50
6,F9,ND,13,3
6,F9,NE,17,5
6,F9,NJ,265,45
6,F9,NV,426,152
6,F9,NY,88,28
6,F9,OH,290,65
6,F9,OR,89,11
6,F9,PA,267,88
6,F9,SD,13,3
6,F9,TN,86,21
6,F9,TX,400,138
6,F9,UT,115,28
6,F9,VA,296,63
6,F9,WA,88,25
6,F9,WI,47,7
6,HA,AS,11,1
6,HA,AZ,30,0
6,HA,CA,435,24
6,HA,HI,5999,261
6,HA,NV,72,5
6,HA,NY,30,1
6,HA,OR,30,1
6,HA,WA,60,2
6,MQ,AL,305,74
6,MQ,AR,696,177
6,MQ,CA,25,6
6,MQ,CO,250,57
6,MQ,CT,49,18
6,MQ,FL,792,169
6,MQ,GA,232,70
6,MQ,IA,596,107
6,MQ,IL,6396,1595
6,MQ,IN,455,85
6,MQ,KS,280,66
6,MQ,KY,559,93
6,MQ,LA,302,54
6,MQ,MD,103,24
6,MQ,MI,740,130
6,MQ,MN,117,13
6,MQ,MO,605,133
6,MQ,MS,96,25
6,MQ,NC,376,96
6,MQ,ND,168,27
6,MQ,NE,139,22
6,MQ,NJ,42,17
6,MQ,NM,180,26
6,MQ,NY,1556,395
6,MQ,OH,790,166
6,MQ,OK,534,156
6,MQ,PA,123,34
6,MQ,SC,58,9
6,MQ,SD,165,35
6,MQ,TN,612,148
6,MQ,TX,6051,1552
6,MQ,VA,174,50
6,MQ,WI,515,97
6,NK,AZ,58,18
6,NK,CA,689,291
6,NK,CO,372,149
6,NK,FL,1540,585
6,NK,GA,353,178
6,NK,IL,927,585
6,NK,LA,136,72
6,NK,MA,230,77
6,NK,MD,267,119
6,NK,MI,585,270
6,NK,MN,270,149
6,NK,MO,117,43
6,NK,NJ,317,120
6,NK,NV,801,388
6,NK,NY,345,127
6,NK,OH,231,95
6,NK,OR,82,38
6,NK,PA,254,111
6,NK,PR,77,33
6,NK,SC,373,123
6,NK,TX,1280,616
6,NK,VI,30,6
6,NK,WV,13,2
6,OO,AK,60,6
6,OO,AL,101,24
6,OO,AR,250,54
6,OO,AZ,2705,449
6,OO,CA,11650,2200
6,OO,CO,5226,1125
6,OO,CT,94,21
6,OO,FL,71,33
6,OO,GA,295,64
6,OO,IA,354,76
6,OO,ID,1052,114
6,OO,IL,3868,1103
6,OO,IN,695,131
6,OO,KS,311,69
6,OO,KY,487,113
6,OO,LA,83,15
6,OO,MA,29,7
6,OO,MI,1647,267
6,OO,MN,2967,428
6,OO,MO,342,82
6,OO,MT,985,87
6,OO,NC,143,47
6,OO,ND,1121,150
6,OO,NE,233,37
6,OO,NM,428,47
6,OO,NV,538,95
6,OO,NY,41,12
6,OO,OH,242,51
6,OO,OK,405,72
6,OO,OR,1241,161
6,OO,PA,33,8
6,OO,RI,5,1
6,OO,SC,40,16
6,OO,SD,501,90
6,OO,TN,348,53
6,OO,TX,2958,743
6,OO,UT,4180,472
6,OO,VA,312,93
6,OO,WA,1533,222
6,OO,WI,1137,206
6,OO,WY,488,67
6,UA,AK,190,102
6,UA,AZ,392,95
6,UA,CA,8723,2681
6,UA,CO,4437,1611
6,UA,CT,71,30
6,UA,FL,2427,754
6,UA,GA,372,146
6,UA,GU,30,10
6,UA,HI,998,186
6,UA,IA,76,20
6,UA,ID,51,14
6,UA,IL,5592,2386
6,UA,IN,132,33
6,UA,KS,55,23
6,UA,LA,349,120
6,UA,MA,1178,377
6,UA,MD,321,116
6,UA,MI,159,43
6,UA,MN,366,118
6,UA,MO,102,58
6,UA,MT,115,24
6,UA,NC,240,80
6,UA,NE,117,41
6,UA,NJ,4038,1597
6,UA,NM,49,18
6,UA,NV,1050,253
6,UA,NY,1235,285
6,UA,OH,678,172
6,UA,OK,76,12
6,UA,OR,560,122
6,UA,PA,650,185
6,UA,PR,193,90
6,UA,RI,21,6
6,UA,TN,52,11
6,UA,TX,6235,2271
6,UA,UT,62,25
6,UA,VA,2367,818
6,UA,VI,23,8
6,UA,WA,1028,333
6,UA,WI,44,15
6,UA,WY,125,36
6,US,AK,29,6
6,US,AZ,5102,866
6,US,CA,2214,252
6,US,CO,438,65
6,US,CT,156,17
6,US,FL,2722,377
6,US,GA,518,79
6,US,HI,220,32
6,US,ID,82,14
6,US,IL,572,122
6,US,IN,159,18
6,US,LA,176,30
6,US,MA,1511,193
6,US,MD,317,54
6,US,ME,29,4
6,US,MI,278,38
6,US,MN,360,56
6,US,MO,413,62
6,US,NC,7548,1579
6,US,NE,55,2
6,US,NJ,352,52
6,US,NM,26,4
6,US,NV,644,59
6,US,NY,1500,217
6,US,OH,228,23
6,US,OR,232,21
6,US,PA,3928,774
6,US,PR,179,28
6,US,RI,84,11
6,US,TN,195,23
6,US,TX,1135,172
6,US,UT,206,19
6,US,VA,1798,262
6,US,VI,58,13
6,US,WA,455,59
6,US,WI,59,4
6,VX,CA,2699,401
6,VX,FL,90,12
6,VX,IL,149,35
6,VX,MA,176,35
6,VX,NJ,180,28
6,VX,NV,321,55
6,VX,NY,431,66
6,VX,OR,30,1
6,VX,TX,710,129
6,VX,VA,260,35
6,VX,WA,193,35
6,WN,AL,376,77
6,WN,AR,202,45
6,WN,AZ,5377,1794
6,WN,CA,18117,4719
6,WN,CO,5301,1650
6,WN,CT,538,106
6,WN,FL,8983,2219
6,WN,GA,3560,1122
6,WN,IA,89,22
6,WN,ID,287,53
6,WN,IL,7346,2492
6,WN,IN,964,212
6,WN,KS,139,30
6,WN,KY,406,79
6,WN,LA,1630,350
6,WN,MA,977,246
6,WN,MD,6067,2045
6,WN,ME,108,21
6,WN,MI,850,180
6,WN,MN,685,198
6,WN,MO,4633,1254
6,WN,NC,1058,271
6,WN,NE,509,130
6,WN,NH,391,62
6,WN,NJ,490,129
6,WN,NM,1038,270
6,WN,NV,7011,2147
6,WN,NY,2373,579
6,WN,OH,1823,394
6,WN,OK,887,199
6,WN,OR,1090,260
6,WN,PA,1536,323
6,WN,PR,322,35
6,WN,RI,551,114
6,WN,SC,342,90
6,WN,TN,2929,810
6,WN,TX,13540,3646
6,WN,UT,794,192
6,WN,VA,1757,327
6,WN,WA,1580,367
6,WN,WI,1236,258
7,AA,AK,61,23
7,AA,AZ,5880,956
7,AA,CA,7538,1117
7,AA,CO,1097,156
7,AA,CT,256,35
7,AA,FL,9218,2181
7,AA,GA,1038,159
7,AA,HI,726,71
7,AA,IA,61,6
7,AA,ID,91,13
7,AA,IL,5259,1302
7,AA,IN,331,36
7,AA,KY,27,7
7,AA,LA,435,57
7,AA,MA,2568,334
7,AA,MD,605,86
7,AA,ME,32,6
7,AA,MI,533,67
7,AA,MN,703,100
7,AA,MO,1193,162
7,AA,NC,8521,1700
7,AA,NE,150,16
7,AA,NJ,744,168
7,AA,NM,216,19
7,AA,NV,1633,236
7,AA,NY,4074,717
7,AA,OH,594,68
7,AA,OK,362,36
7,AA,OR,449,56
7,AA,PA,4600,785
7,AA,PR,591,88
7,AA,RI,78,15
7,AA,TN,522,66
7,AA,TX,15632,2908
7,AA,UT,417,40
7,AA,VA,3144,517
7,AA,VI,244,61
7,AA,WA,1032,140
7,AA,WI,151,14
7,AA,WY,66,11
7,AS,AK,3205,379
7,AS,AZ,217,14
7,AS,CA,3234,282
7,AS,CO,182,10
7,AS,FL,118,30
7,AS,GA,31,4
7,AS,HI,675,46
7,AS,IL,196,19
7,AS,LA,30,3
7,AS,MA,154,11
7,AS,MD,31,3
7,AS,MI,31,1
7,AS,MN,62,7
7,AS,MO,106,13
7,AS,NJ,62,8
7,AS,NM,31,0
7,AS,NV,362,24
7,AS,OR,1250,157
7,AS,PA,31,4
7,AS,TX,292,27
7,AS,UT,186,18
7,AS,VA,154,9
7,AS,WA,5132,595
7,B6,AK,124,35
7,B6,AZ,62,17
7,B6,CA,2132,452
7,B6,CO,92,30
7,B6,CT,268,73
7,B6,FL,4875,1256
7,B6,GA,93,24
7,B6,IL,273,68
7,B6,LA,94,24
7,B6,MA,4019,788
7,B6,MD,169,15
7,B6,ME,149,27
7,B6,MI,123,21
7,B6,NC,366,79
7,B6,NJ,578,127
7,B6,NM,31,12
7,B6,NV,439,125
7,B6,NY,5529,1102
7,B6,OH,92,8
7,B6,OR,212,47
7,B6,PA,294,39
7,B6,PR,1270,292
7,B6,RI,92,17
7,B6,SC,175,39
7,B6,TX,333,59
7,B6,UT,123,26
7,B6,VA,1277,205
7,B6,VI,93,9
7,B6,VT,93,12
7,B6,WA,334,95
7,DL,AK,427,92
7,DL,AL,538,65
7,DL,AR,264,19
7,DL,AZ,700,74
7,DL,CA,5097,970
7,DL,CO,728,111
7,DL,CT,431,51
7,DL,FL,6627,1059
7,DL,GA,21962,3817
7,DL,HI,428,47
7,DL,IA,91,12
7,DL,ID,141,6
7,DL,IL,931,167
7,DL,IN,472,57
7,DL,KS,93,12
7,DL,KY,909,119
7,DL,LA,714,106
7,DL,MA,1285,220
7,DL,MD,643,90
7,DL,ME,148,15
7,DL,MI,5725,769
7,DL,MN,6169,841
7,DL,MO,1064,122
7,DL,MS,312,39
7,DL,MT,461,35
7,DL,NC,1429,184
7,DL,ND,91,6
7,DL,NE,229,15
7,DL,NH,51,2
7,DL,NJ,499,90
7,DL,NM,159,3
7,DL,NV,1178,147
7,DL,NY,5270,1157
7,DL,OH,790,88
7,DL,OK,232,23
7,DL,OR,710,77
7,DL,PA,1161,181
7,DL,PR,277,24
7,DL,RI,173,21
7,DL,SC,792,89
7,DL,SD,61,2
7,DL,TN,1076,145
7,DL,TX,1855,211
7,DL,UT,3520,437
7,DL,VA,1719,243
7,DL,VI,100,12
7,DL,VT,31,2
7,DL,WA,1816,275
7,DL,WI,887,85
7,DL,WV,31,2
7,DL,WY,138,8
7,EV,AL,1132,165
7,EV,AR,806,122
7,EV,AZ,31,1
7,EV,CO,131,8
7,EV,CT,150,24
7,EV,FL,1247,216
7,EV,GA,6203,1242
7,EV,IA,344,53
7,EV,IL,5041,907
7,EV,IN,575,122
7,EV,KS,199,40
7,EV,KY,750,120
7,EV,LA,2137,288
7,EV,MA,229,31
7,EV,MD,14,2
7,EV,ME,227,44
7,EV,MI,2315,359
7,EV,MN,699,138
7,EV,MO,670,120
7,EV,MS,873,103
7,EV,MT,25,3
7,EV,NC,1532,317
7,EV,ND,187,24
7,EV,NE,409,56
7,EV,NH,131,18
7,EV,NJ,2930,629
7,EV,NM,131,18
7,EV,NY,1884,496
7,EV,OH,1479,253
7,EV,OK,465,71
7,EV,PA,688,96
7,EV,RI,39,17
7,EV,SC,912,163
7,EV,SD,182,19
7,EV,TN,1596,320
7,EV,TX,10512,1384
7,EV,UT,4,0
7,EV,VA,1380,275
7,EV,VT,175,35
7,EV,WI,859,170
7,EV,WV,179,40
7,F9,AZ,154,38
7,F9,CA,457,105
7,F9,CO,1966,393
7,F9,FL,844,185
7,F9,GA,526,168
7,F9,IA,31,6
7,F9,IL,494,149
7,F9,IN,85,20
7,F9,KY,248,94
7,F9,LA,62,16
7,F9,MI,78,9
7,F9,MN,201,57
7,F9,MO,93,13
7,F9,MT,30,8
7,F9,NC,204,37
7,F9,ND,13,5
7,F9,NE,18,4
7,F9,NJ,274,46
7,F9,NV,442,143
7,F9,NY,93,38
7,F9,OH,301,63
7,F9,OR,93,5
7,F9,PA,279,66
7,F9,SD,13,4
7,F9,TN,87,14
7,F9,TX,429,94
7,F9,UT,97,24
7,F9,VA,305,44
7,F9,WA,91,24
7,F9,WI,49,6
7,HA,AS,14,1
7,HA,AZ,31,1
7,HA,CA,462,43
7,HA,HI,6237,422
7,HA,NV,76,5
7,HA,NY,31,2
7,HA,OR,31,3
7,HA,WA,62,7
7,MQ,AL,313,47
7,MQ,AR,694,141
7,MQ,CA,31,9
7,MQ,CO,266,47
7,MQ,CT,59,12
7,MQ,FL,792,146
7,MQ,GA,223,50
7,MQ,IA,637,91
7,MQ,IL,6619,1240
7,MQ,IN,485,57
7,MQ,KS,251,28
7,MQ,KY,561,93
7,MQ,LA,275,40
7,MQ,MD,114,16
7,MQ,MI,767,120
7,MQ,MN,120,17
7,MQ,MO,488,87
7,MQ,MS,67,16
7,MQ,NC,338,93
7,MQ,ND,177,31
7,MQ,NE,120,12
7,MQ,NJ,27,4
7,MQ,NM,231,32
7,MQ,NY,1729,452
7,MQ,OH,827,158
7,MQ,OK,512,109
7,MQ,PA,133,21
7,MQ,SC,61,3
7,MQ,SD,180,27
7,MQ,TN,580,128
7,MQ,TX,5648,902
7,MQ,VA,263,79
7,MQ,WI,528,48
7,NK,AZ,62,11
7,NK,CA,779,209
7,NK,CO,397,98
7,NK,FL,1658,408
7,NK,GA,430,151
7,NK,IL,997,400
7,NK,LA,155,51
7,NK,MA,246,48
7,NK,MD,331,144
7,NK,MI,615,161
7,NK,MN,302,119
7,NK,MO,146,44
7,NK,NJ,340,73
7,NK,NV,861,211
7,NK,NY,378,79
7,NK,OH,245,59
7,NK,OR,89,27
7,NK,PA,298,63
7,NK,PR,79,8
7,NK,SC,398,78
7,NK,TX,1373,395
7,NK,VI,31,7
7,NK,WV,10,2
7,OO,AK,61,16
7,OO,AL,112,22
7,OO,AR,247,34
7,OO,AZ,2859,415
7,OO,CA,12121,2713
7,OO,CO,5667,1210
7,OO,CT,83,25
7,OO,FL,110,25
7,OO,GA,430,74
7,OO,IA,345,57
7,OO,ID,1206,165
7,OO,IL,3653,881
7,OO,IN,693,99
7,OO,KS,288,53
7,OO,KY,529,113
7,OO,LA,132,22
7,OO,MA,23,3
7,OO,MI,1857,234
7,OO,MN,3010,354
7,OO,MO,319,72
7,OO,MT,1242,117
7,OO,NC,153,35
7,OO,ND,1188,131
7,OO,NE,264,33
7,OO,NM,404,76
7,OO,NV,482,97
7,OO,NY,14,4
7,OO,OH,282,51
7,OO,OK,417,68
7,OO,OR,1310,126
7,OO,PA,55,7
7,OO,RI,10,0
7,OO,SC,86,19
7,OO,SD,623,114
7,OO,TN,332,57
7,OO,TX,2857,646
7,OO,UT,4403,490
7,OO,VA,361,74
7,OO,WA,1741,257
7,OO,WI,1221,189
7,OO,WY,616,72
7,UA,AK,218,116
7,UA,AZ,309,70
7,UA,CA,9115,2567
7,UA,CO,4522,1340
7,UA,CT,34,10
7,UA,FL,2365,613
7,UA,GA,307,79
7,UA,GU,31,9
7,UA,HI,1018,200
7,UA,IA,79,13
7,UA,ID,50,11
7,UA,IL,5887,2009
7,UA,IN,105,22
7,UA,KS,56,12
7,UA,LA,311,60
7,UA,MA,1213,352
7,UA,MD,331,92
7,UA,MI,233,43
7,UA,MN,375,91
7,UA,MO,76,31
7,UA,MT,193,33
7,UA,NC,224,62
7,UA,NE,114,27
7,UA,NJ,4102,1446
7,UA,NM,51,10
7,UA,NV,1054,216
7,UA,NY,1400,297
7,UA,OH,657,126
7,UA,OK,89,21
7,UA,OR,602,123
7,UA,PA,646,135
7,UA,PR,243,94
7,UA,RI,27,7
7,UA,TN,77,17
7,UA,TX,6239,1973
7,UA,UT,119,22
7,UA,VA,2282,581
7,UA,VI,26,6
7,UA,WA,1011,257
7,UA,WI,54,10
7,UA,WY,165,28
7,VX,CA,2773,607
7,VX,FL,91,36
7,VX,IL,152,22
7,VX,MA,198,37
7,VX,NJ,184,26
7,VX,NV,328,72
7,VX,NY,444,67
7,VX,OR,31,3
7,VX,TX,732,110
7,VX,VA,262,36
7,VX,WA,198,71
7,WN,AL,396,86
7,WN,AR,211,35
7,WN,AZ,5498,1745
7,WN,CA,18702,5293
7,WN,CO,5528,1628
7,WN,CT,552,107
7,WN,FL,9182,2308
7,WN,GA,3702,1166
7,WN,IA,93,20
7,WN,ID,301,69
7,WN,IL,7852,2543
7,WN,IN,1068,230
7,WN,KS,147,17
7,WN,KY,435,72
7,WN,LA,1687,316
7,WN,MA,1114,292
7,WN,MD,6455,2338
7,WN,ME,123,27
7,WN,MI,879,149
7,WN,MN,736,182
7,WN,MO,4878,1186
7,WN,NC,1117,263
7,WN,NE,536,121
7,WN,NH,406,73
7,WN,NJ,516,149
7,WN,NM,1075,251
7,WN,NV,7203,2287
7,WN,NY,2501,626
7,WN,OH,1928,449
7,WN,OK,922,185
7,WN,OR,1200,277
7,WN,PA,1575,321
7,WN,PR,345,33
7,WN,RI,566,116
7,WN,SC,364,70
7,WN,TN,3064,871
7,WN,TX,14241,3487
7,WN,UT,819,222
7,WN,VA,1870,319
7,WN,WA,1738,400
7,WN,WI,1286,226
8,AA,AK,60,17
8,AA,AZ,5577,973
8,AA,CA,7439,1007
8,AA,CO,1108,143
8,AA,CT,247,28
8,AA,FL,8943,2195
8,AA,GA,978,120
8,AA,HI,642,91
8,AA,IA,88,13
8,AA,ID,77,13
8,AA,IL,5179,1060
8,AA,IN,331,40
8,AA,KY,26,4
8,AA,LA,408,53
8,AA,MA,2541,331
8,AA,MD,585,101
8,AA,ME,44,2
8,AA,MI,508,64
8,AA,MN,686,89
8,AA,MO,1137,132
8,AA,NC,8396,1698
8,AA,NE,146,12
8,AA,NJ,721,97
8,AA,NM,217,19
8,AA,NV,1594,244
8,AA,NY,4042,625
8,AA,OH,585,72
8,AA,OK,354,38
8,AA,OR,450,51
8,AA,PA,4533,746
8,AA,PR,518,86
8,AA,RI,104,12
8,AA,TN,509,65
8,AA,TX,15265,2790
8,AA,UT,415,44
8,AA,VA,3105,477
8,AA,VI,189,42
8,AA,WA,996,159
8,AA,WI,148,16
8,AA,WY,67,6
8,AS,AK,3140,404
8,AS,AZ,216,24
8,AS,CA,3224,426
8,AS,CO,172,18
8,AS,FL,122,34
8,AS,GA,39,8
8,AS,HI,653,52
8,AS,IL,193,35
8,AS,LA,31,3
8,AS,MA,155,15
8,AS,MD,31,4
8,AS,MI,31,2
8,AS,MN,62,3
8,AS,MO,103,17
8,AS,NJ,62,6
8,AS,NM,31,1
8,AS,NV,355,55
8,AS,OR,1319,139
8,AS,PA,31,2
8,AS,TX,291,33
8,AS,UT,217,24
8,AS,VA,155,19
8,AS,WA,5426,818
8,B6,AK,111,28
8,B6,AZ,60,21
8,B6,CA,2126,491
8,B6,CO,98,30
8,B6,CT,269,79
8,B6,FL,4798,1567
8,B6,GA,91,24
8,B6,IL,277,68
8,B6,LA,92,24
8,B6,MA,4008,912
8,B6,MD,167,19
8,B6,ME,151,21
8,B6,MI,124,14
8,B6,NC,366,90
8,B6,NJ,570,112
8,B6,NM,31,8
8,B6,NV,439,127
8,B6,NY,5521,1127
8,B6,OH,93,17
8,B6,OR,205,49
8,B6,PA,294,43
8,B6,PR,1191,346
8,B6,RI,90,28
8,B6,SC,177,34
8,B6,TX,332,69
8,B6,UT,124,28
8,B6,VA,1272,233
8,B6,VI,90,13
8,B6,VT,92,8
8,B6,WA,312,94
8,DL,AK,432,97
8,DL,AL,539,63
8,DL,AR,274,30
8,DL,AZ,695,75
8,DL,CA,5164,832
8,DL,CO,732,118
8,DL,CT,427,35
8,DL,FL,6616,1072
8,DL,GA,22018,3633
8,DL,HI,416,52
8,DL,IA,91,17
8,DL,ID,133,7
8,DL,IL,926,139
8,DL,IN,486,49
8,DL,KS,92,12
8,DL,KY,917,88
8,DL,LA,703,84
8,DL,MA,1310,228
8,DL,MD,641,79
8,DL,ME,163,25
8,DL,MI,5770,707
8,DL,MN,6086,695
8,DL,MO,1070,91
8,DL,MS,320,40
8,DL,MT,450,28
8,DL,NC,1467,208
8,DL,ND,74,3
8,DL,NE,229,20
8,DL,NH,55,3
8,DL,NJ,498,64
8,DL,NM,153,9
8,DL,NV,1180,144
8,DL,NY,5386,990
8,DL,OH,794,93
8,DL,OK,251,25
8,DL,OR,676,64
8,DL,PA,1155,174
8,DL,PR,278,34
8,DL,RI,169,21
8,DL,SC,781,81
8,DL,SD,66,3
8,DL,TN,1079,128
8,DL,TX,1847,203
8,DL,UT,3485,431
8,DL,VA,1713,228
8,DL,VI,95,11
8,DL,VT,31,0
8,DL,WA,1897,355
8,DL,WI,876,97
8,DL,WV,30,2
8,DL,WY,142,13
8,EV,AL,1115,155
8,EV,AR,767,97
8,EV,AZ,28,4
8,EV,CO,97,9
8,EV,CT,140,19
8,EV,FL,1187,219
8,EV,GA,6111,1222
8,EV,IA,303,46
8,EV,IL,4952,768
8,EV,IN,569,68
8,EV,KS,203,26
8,EV,KY,690,94
8,EV,LA,2073,294
8,EV,MA,227,40
8,EV,MD,33,2
8,EV,ME,206,39
8,EV,MI,2094,261
8,EV,MN,681,135
8,EV,MO,677,93
8,EV,MS,852,93
8,EV,MT,13,0
8,EV,NC,1457,269
8,EV,ND,176,24
8,EV,NE,397,53
8,EV,NH,138,20
8,EV,NJ,2950,527
8,EV,NM,92,11
8,EV,NY,1889,344
8,EV,OH,1431,178
8,EV,OK,479,79
8,EV,PA,662,90
8,EV,RI,42,10
8,EV,SC,881,144
8,EV,SD,159,26
8,EV,TN,1598,246
8,EV,TX,9886,1400
8,EV,UT,5,0
8,EV,VA,1440,230
8,EV,VT,142,22
8,EV,WI,800,118
8,EV,WV,184,32
8,F9,AZ,151,21
8,F9,CA,458,73
8,F9,CO,1991,267
8,F9,FL,847,209
8,F9,GA,535,124
8,F9,IA,31,4
8,F9,IL,478,141
8,F9,IN,86,17
8,F9,KY,256,50
8,F9,LA,62,9
8,F9,MI,79,13
8,F9,MN,196,40
8,F9,MO,92,7
8,F9,MT,31,8
8,F9,NC,202,38
8,F9,ND,13,1
8,F9,NE,18,4
8,F9,NJ,277,45
8,F9,NV,452,82
8,F9,NY,91,20
8,F9,OH,316,55
8,F9,OR,93,4
8,F9,PA,277,77
8,F9,SD,13,3
8,F9,TN,88,13
8,F9,TX,433,65
8,F9,UT,92,19
8,F9,VA,303,44
8,F9,WA,106,26
8,F9,WI,49,5
8,HA,AS,11,1
8,HA,AZ,31,2
8,HA,CA,458,43
8,HA,HI,6158,796
8,HA,NV,75,6
8,HA,NY,31,4
8,HA,OR,31,2
8,HA,WA,62,4
8,MQ,AL,318,40
8,MQ,AR,670,131
8,MQ,CA,15,2
8,MQ,CO,237,32
8,MQ,CT,58,16
8,MQ,FL,785,151
8,MQ,GA,221,45
8,MQ,IA,621,102
8,MQ,IL,6417,1119
8,MQ,IN,481,62
8,MQ,KS,274,21
8,MQ,KY,567,78
8,MQ,LA,264,36
8,MQ,MD,115,21
8,MQ,MI,745,121
8,MQ,MN,121,11
8,MQ,MO,481,71
8,MQ,MS,60,8
8,MQ,NC,223,60
8,MQ,ND,193,28
8,MQ,NE,117,15
8,MQ,NJ,38,4
8,MQ,NM,224,20
8,MQ,NY,1527,411
8,MQ,OH,771,155
8,MQ,OK,447,85
8,MQ,PA,142,23
8,MQ,SC,37,3
8,MQ,SD,110,14
8,MQ,TN,568,107
8,MQ,TX,5474,770
8,MQ,VA,394,118
8,MQ,WI,463,46
8,NK,AZ,61,9
8,NK,CA,802,252
8,NK,CO,387,115
8,NK,FL,1660,504
8,NK,GA,466,188
8,NK,IL,999,379
8,NK,LA,150,49
8,NK,MA,243,72
8,NK,MD,334,138
8,NK,MI,620,209
8,NK,MN,297,136
8,NK,MO,151,52
8,NK,NJ,335,89
8,NK,NV,851,271
8,NK,NY,385,103
8,NK,OH,246,68
8,NK,OR,89,31
8,NK,PA,296,94
8,NK,PR,76,21
8,NK,SC,397,131
8,NK,TX,1363,431
8,NK,VI,29,7
8,NK,WV,9,1
8,OO,AK,58,17
8,OO,AL,109,17
8,OO,AR,222,33
8,OO,AZ,2772,459
8,OO,CA,12253,2576
8,OO,CO,5607,956
8,OO,CT,65,12
8,OO,FL,82,27
8,OO,GA,449,60
8,OO,IA,300,34
8,OO,ID,1218,152
8,OO,IL,3928,839
8,OO,IN,703,95
8,OO,KS,276,44
8,OO,KY,590,89
8,OO,LA,187,32
8,OO,MA,12,2
8,OO,MI,1827,242
8,OO,MN,2965,294
8,OO,MO,358,69
8,OO,MT,1276,119
8,OO,NC,154,28
8,OO,ND,1174,119
